"row.ID","Ctd.Mean.x","Ctd.Sigma.x","Ctd.Skewness.x","Cst.Mean.x","Cst.Sigma.x","Cst.Skewness.x","Fct.Mean.x","Fct.Sigma.x","Fct.Skewness.x","Ftf.Mean.x","Ftf.Sigma.x","Ftf.Skewness.x","Unit.Weights.Wlambda1.x","Unit.Weights.Wlambda2.x","Unit.Weights.wlambda3.x","Unit.Weights.Wnu2.x","Unit.Weights.Weta2.x","Unit.Weights.WT.x","Unit.Weights.WA.x","Unit.Weights.WV.x","Unit.Weights.WK.x","Atomic.Masses.Wlambda1.x","Atomic.Masses.Wlambda2.x","Atomic.Masses.wlambda3.x","Atomic.Masses.Wnu1.x","Atomic.Masses.Wnu2.x","Atomic.Masses.Weta1.x","Atomic.Masses.Weta2.x","Atomic.Masses.Weta3.x","Atomic.Masses.WT.x","Atomic.Masses.WA.x","Atomic.Masses.WV.x","Atomic.Masses.WK.x","Atomic.Polarizabilities.Wlambda1.x","Atomic.Polarizabilities.Wlambda2.x","Atomic.Polarizabilities.wlambda3.x","Atomic.Polarizabilities.Wnu1.x","Atomic.Polarizabilities.Wnu2.x","Atomic.Polarizabilities.Weta2.x","Atomic.Polarizabilities.WT.x","Atomic.Polarizabilities.WA.x","Atomic.Polarizabilities.WV.x","VdW.Volumes.Wlambda1.x","VdW.Volumes.Wlambda2.x","VdW.Volumes.wlambda3.x","VdW.Volumes.Wnu1.x","VdW.Volumes.Wnu2.x","VdW.Volumes.Weta2.x","VdW.Volumes.WT.x","VdW.Volumes.WA.x","VdW.Volumes.WV.x","Atomic.Electronegativities.Wlambda1.x","Atomic.Electronegativities.Wlambda2.x","Atomic.Electronegativities.wlambda3.x","Atomic.Electronegativities.Wnu1.x","Atomic.Electronegativities.Wnu2.x","Atomic.Electronegativities.WT.x","Atomic.Electronegativities.WA.x","Atomic.Electronegativities.WV.x","Ctd.Sigma.y","Cst.Sigma.y","Cst.Skewness.y","Fct.Mean.y","Fct.Sigma.y","Ftf.Mean.y","Ftf.Sigma.y","Unit.Weights.Wlambda1.y","Unit.Weights.Wlambda2.y","Unit.Weights.wlambda3.y","Unit.Weights.WT.y","Unit.Weights.WA.y","Unit.Weights.WV.y","Atomic.Masses.Wlambda1.y","Atomic.Masses.Wlambda2.y","Atomic.Masses.wlambda3.y","Atomic.Masses.Wnu1.y","Atomic.Masses.Wnu2.y","Atomic.Masses.Weta1.y","Atomic.Masses.Weta2.y","Atomic.Masses.Weta3.y","Atomic.Masses.WT.y","Atomic.Masses.WA.y","Atomic.Masses.WV.y","Atomic.Masses.WK.y","Atomic.Polarizabilities.Wlambda1.y","Atomic.Polarizabilities.Wlambda2.y","Atomic.Polarizabilities.wlambda3.y","Atomic.Polarizabilities.Wnu1.y","Atomic.Polarizabilities.Wnu2.y","Atomic.Polarizabilities.WT.y","Atomic.Polarizabilities.WA.y","Atomic.Polarizabilities.WV.y","VdW.Volumes.Wlambda1.y","VdW.Volumes.Wlambda2.y","VdW.Volumes.wlambda3.y","VdW.Volumes.Wnu1.y","VdW.Volumes.Wnu2.y","VdW.Volumes.WT.y","VdW.Volumes.WA.y","VdW.Volumes.WV.y","Atomic.Electronegativities.Wlambda1.y","Atomic.Electronegativities.Wlambda2.y","Atomic.Electronegativities.wlambda3.y","Atomic.Electronegativities.Wnu1.y","Atomic.Electronegativities.Wnu2.y","Atomic.Electronegativities.WT.y","Atomic.Electronegativities.WA.y","Atomic.Electronegativities.WV.y"
"CSAR_18",4.59165598273277,4.35548131108284,-0.23570038639009,4.60757446885109,4.79456673741341,-0.277758274786174,8.48610975980759,20.4613631534576,-0.0544534247514093,8.32025200366974,18.7348929071426,-0.0785537820993113,1.6078804569505,3.8435724361825,26.4830598847284,0.120535108348406,0.386390011561645,31.9345127778614,150.398265747695,345.370414389393,0.371799555606211,4.87965669577125,4.30958844274989,16.9064539565123,0.186820873404217,0.165185795372765,0.215760595507515,0.219900494525752,0.368289159019344,26.0956990950335,86.7424240773446,177.908507822467,0.235994998417264,6.58617485484726,6.61878530433931,16.3275647277203,0.223252604204531,0.223485395109541,0.317615767892491,29.5325248869069,118.58199435042,255.951597087658,5.85016938830503,5.8844774724227,17.0914203566356,0.203343549439111,0.204039584589462,0.290768471637033,28.8260672173634,110.842978615235,235.855387717713,8.03155547297589,8.05526949655107,15.3754816371656,0.255754937143416,0.255939835833982,31.4623066066926,146.057482020806,333.623825334131,0.242202416306711,0.195600437834845,0.0436453760201457,0.146510527514287,1.20605647179821,0.134134531278626,0.972974304988513,0.157203366747464,0.208749973327163,1.00508988498823,0.87860308305076,4.5921546907811,16.597304134151,7.90142411472096,5.78945881382772,9.18186691151166,0.301952599414538,0.221553170884184,0.102992903881639,0.0720280403999204,0.117170683024139,0.720274336322794,2.74411476207962,9.59826370009165,0.263107454914789,9.2962999161377,8.33847060270634,11.2564922529027,0.31496738266286,0.280156597983142,0.85112502534975,3.65568367168144,11.9642786473501,8.71325078087287,7.62931799832151,10.7456690720957,0.302859201813213,0.263657460847219,0.828476464860128,3.36738770341838,11.0043554762395,10.1113817943533,9.29112329230088,12.039910622694,0.321973500879712,0.294490489532477,0.854041286507572,4.37412411046602,16.1584031874792
"CSAR_20",4.80255456328392,4.64004521071911,-0.249742613174021,4.88507685184479,4.81240974724293,-0.327759875878692,9.08931612491608,22.472438993454,-0.0935748665663414,8.53651760458946,20.8978123164177,-0.0324822383547189,1.77482695907996,4.23706532708955,24.4966859921625,0.139062119133743,0.373521145932514,30.508578278332,154.641551355925,368.497608467442,0.35203489750335,6.98498221875436,5.58956208731273,18.7970102526172,0.223027255128512,0.178320243061317,0.29973233851687,0.246562653997093,0.561202896886045,31.3715545586843,117.943473712266,250.629596363374,0.198989376357628,5.65265574470854,5.98134339968067,18.2453046304674,0.1890080276417,0.200628456526834,0.311046695588602,29.8793037748566,131.737336584053,293.588088197595,5.43121450613757,6.53648750363178,17.2827482566623,0.185253049546292,0.223941602847878,0.3031011638578,29.2504502664317,124.212395048222,273.355973443898,7.13987080517045,6.85209456170537,16.6349090155987,0.232447338241604,0.224815319454306,30.6268743824745,152.828190056709,362.282226140322,0.265914330209896,0.435860833746899,0.0911181870811817,0.157684382018378,1.09305621916943,0.279448007747099,1.58155962416913,0.173189561432242,0.2903031957047,0.985279590220228,0.885667492769093,6.23655635684823,20.0392192049445,10.5744271372523,7.89684766645664,11.9304872529096,0.337226081666158,0.251618280121168,0.238032629595601,0.184417070967755,0.271812822317412,0.893999882974345,4.89693942932405,16.4249426581887,0.284223258046745,8.64845176369294,7.02266073116322,10.2897153235043,0.28853409644125,0.235912088281889,0.860581941338165,5.30707509311253,15.7477636982505,8.37661891428109,7.71806384976724,10.3826295831716,0.284651214933892,0.264679853319825,0.834416017622576,4.98925681156928,14.666007133387,9.36816399922514,7.45196471524964,10.7625853849445,0.303632255548981,0.245936175819277,0.884168092235966,6.03006800872254,19.8287098586493
"Model_54",4.15755926549435,1.60351249754429,0.323972800490446,4.37954263329506,3.86913846075535,-0.0411958769517514,7.43567488193512,11.9098326134682,-0.380631793104112,6.78122256159782,11.7711519944668,-0.130901745674782,2.05381439919452,4.53887168781624,12.8256107242397,0.235034409683705,0.408866980644632,19.4182968112504,93.5105601864373,231.234624985194,0.243882897427307,3.77183975471365,6.39334192246059,10.8236768736259,0.180861230553786,0.300399763188065,0.330883579300381,0.504530664884885,0.589227368100368,20.9888585508002,104.888296271475,258.759483213665,0.139054254693612,3.52927779167934,5.86338456517798,9.49752586536944,0.18767191685549,0.310005690216684,0.399738535055301,18.8901882222268,85.1588694597129,200.610778722861,3.28438073636114,5.51574933819042,9.90953670282473,0.176756082193946,0.295252095673517,0.37993756753527,18.7096667773763,82.6717973786409,192.546519150274,3.88284920905781,6.10346174017046,9.79083375836241,0.195675269418151,0.309420456269954,19.7771447075907,97.3777584556342,244.710839351116,0.309553628968677,0.491827172892315,0.182696372232738,0.425066901419013,2.27919323057188,0.259056105079274,1.61443122042641,0.220888190732058,0.321385017861548,1.42544977965497,1.2036688221878,6.7781744757195,17.6173294843301,4.22304906617327,4.49039700903038,5.03465539467386,0.195601453088674,0.193147976499572,0.172816722317696,0.176518738042267,0.198586997114992,2.16723983076416,13.9383317001569,34.20447520323,0.173534281393284,3.61693384919655,4.0600951946194,4.67492479459658,0.189586987602017,0.208601071386998,1.34688249804288,6.77765760259962,15.0414779449644,3.46228155007828,3.7285990206042,4.61394310807895,0.18448802259915,0.195620705301959,1.32902756756224,6.50488602418632,14.4449318514897,3.4689714509182,3.98599315881046,4.6746110855303,0.170646236600768,0.199224629795244,1.2092838293747,6.93672130951167,18.6219341048039
"Model_52",4.94847675919533,4.31740968465805,-0.297826022282243,4.98074884295464,4.88788108587265,-0.309609799981117,8.90216956615448,21.3602579021454,-0.0879526920770104,8.417336550951,20.7069428110123,-0.106032696770853,2.24285292205894,4.627586196344,27.4913716947047,0.134788886301619,0.348793160642588,34.3618108131076,199.113151224075,518.063147542051,0.34991128581501,4.60813966499527,6.34696233365244,18.429725678209,0.157186136996597,0.216530806580835,0.206986147020121,0.236621239745969,0.399365434792466,29.3848276768567,128.51280934275,290.525138570319,0.219712292316926,6.8622539942518,7.32069634192024,18.0639745628203,0.213557509762519,0.226465713624107,0.313975911046088,32.2469248989923,165.372856372556,402.571978096718,6.68611797733144,7.01440643421923,17.9107294162088,0.211715398959949,0.222286736366158,0.294674861594768,31.6112538277595,156.628887707442,374.63817058716,9.35567408371536,8.92618087483132,15.7002060321989,0.275922754592009,0.262625320420109,33.9820609907456,193.603562414701,499.09955803718,0.265100990565988,0.529811919281216,0.0885267817440733,0.215323370761114,1.14788378843959,0.169280420965514,1.61818737326208,0.199673804816607,0.202739714068342,0.928522809864578,0.809400157051045,6.32041530537377,27.2269252809401,7.74926760741341,7.5253023128931,9.4651346770143,0.264435810945693,0.257269039638272,0.107929767525383,0.101742338219609,0.126955544082964,0.697732998694655,4.28072397053105,15.297545305566,0.240322454467112,9.77721259599783,8.51908043278816,10.7362782741292,0.304510361054102,0.262468871115437,0.775273998055005,5.49903760004635,21.2423664537075,9.65978560982284,8.20273805821173,10.5816817572808,0.305666232389083,0.26020160238998,0.758341350071115,5.2243568361525,19.7052037251024,11.3173814634094,9.85397907621551,11.4110212933872,0.333737358224444,0.289611693491688,0.798126171110849,6.0883127900705,26.0108849153071
"Model_53",5.23129623889923,4.55844246029854,-0.125919169061017,5.26500659942627,5.59066337108612,-0.193075219560415,9.94963188648224,25.1838566303253,-0.195155527074821,8.89168874979019,22.6972228479385,-0.0121057900876622,2.16678571273138,5.71770338465288,27.9618787384735,0.15977212512868,0.37029103900961,35.8463678358577,232.478597407364,613.618257117956,0.334754055396261,13.4970594106856,3.28004299844056,18.6681803680432,0.380329585508629,0.0927497779647005,0.410083271779735,0.189713553948238,0.474014592340903,35.4452827771694,175.648441996952,410.163797761814,0.145190477395003,11.9147292342618,4.09126824438397,18.5808889245435,0.344449492062858,0.118483202040756,0.274139405995729,34.5868864031893,198.495900285685,490.398873123652,11.284628232002,3.96937805590751,18.5589572603834,0.333835603136605,0.117593680840508,0.253824713839393,33.8129635482929,187.697121743271,455.546892570945,15.6629182992463,4.71932103518049,15.5021997144772,0.437890440500833,0.131581080843545,35.884439048904,228.693089634877,598.42819645554,0.39393827788999,0.58096292920131,0.0528909316898899,0.19483976633109,1.3685548006683,0.344955772288281,1.4853056143151,0.217175327825331,0.294035396828496,1.31998006299047,1.05969309266315,7.89283435887373,37.9299915599797,13.936080836169,1.11876412051555,13.0485166099822,0.391786389873489,0.0320937923341931,0.233044883862158,0.0240754942636467,0.244129890795435,1.08510509387339,7.29592401778065,31.9972631126029,0.275547821627853,12.6486908545909,2.24419415004219,11.4933942864588,0.364971401218655,0.0646785953037509,1.03515233026888,7.39715981257067,32.4052670360404,12.3269690402224,1.36114697024818,11.3270876948252,0.364024551305625,0.0408129376342827,1.00921000876705,6.97288286935629,29.5712203768238,12.9819947319735,3.90112328327849,11.8565401982659,0.362399586820491,0.109068829800873,1.0634433179431,7.73754212478506,37.1723842457654
"CSAR_17",4.70632900357246,4.21687556862831,-0.316130562908947,4.7886615383625,4.41402043223381,-0.420966282952577,8.82526456594467,20.5075197672844,-0.112584681515582,8.30705374479294,19.2236553549767,-0.0537252288099262,1.70358632664761,4.14139925540051,21.7190515401299,0.150406325606162,0.415753886449614,27.564037122178,133.905287612911,313.887159922085,0.340764150242052,6.94455732363741,6.87403589642889,15.8100007019971,0.23344803479479,0.233357390160648,0.311930209237886,0.311427542508823,0.568104885929491,29.6285939220634,113.1633477506,236.604689086924,0.149895931283422,5.73363042098436,7.18619670493985,14.2834373287171,0.210684969335913,0.264215351035331,0.363628139424357,27.2032644546413,115.66059288871,254.282520015045,5.70415377761922,7.29229209671022,13.5698577126146,0.214461294714744,0.275119645943976,0.34868552257557,26.566303586944,108.8223651769,236.716406961028,6.52529072011964,7.34878735734295,14.0142574592819,0.234359137820972,0.263140593029603,27.8883355367445,134.484226019968,313.462399599516,0.266113553054282,0.406046430868219,0.0815352747576215,0.199805001219195,1.21732414449163,0.207513931740845,1.58585413644265,0.191001239870453,0.299262981293937,1.01281102843457,0.977938674404258,7.33452006980611,21.1126692678289,10.2679290241213,8.90676366408233,11.090746483807,0.34422293659228,0.303044419349008,0.28786102702275,0.258055059211039,0.323851720225121,0.952261599940117,5.9091436472241,19.385517550404,0.279583599878023,8.40304140118241,7.99118338223366,9.33214366570762,0.308169221209987,0.293048921520993,0.918337868147791,5.57736488985865,16.6143577573365,8.32332853020891,8.03437889261113,9.25941776532545,0.312243770557522,0.302975540725826,0.866601971426339,5.03657925448347,15.0598491806219,8.61847162679134,7.73582592701055,9.11454780947625,0.309310199118755,0.275854967393951,0.920796975372894,6.29175781884722,19.5480800514839
"CSAR_15",4.5143210709095,4.19270438790321,-0.154773082609245,4.52122010350227,4.73002066671848,-0.238996577002108,8.55020901799202,18.5042970538139,-0.14158645374293,8.20256438374519,19.1603546142578,-0.0179947967229873,1.64791859403377,3.6428941624385,25.3923131638949,0.118900744274751,0.406850564851231,30.6831259203672,140.201560201259,322.466722319286,0.370527258829131,8.37481736242977,3.2104006285712,13.6239550595859,0.331624929255136,0.127490163937596,0.271269644688781,0.209881831804644,0.336421547293776,25.2091730505869,81.0787316149431,168.772713880315,0.155663680105452,10.5940839034544,4.79523281552556,12.9013322631318,0.37446396654912,0.16965176587719,0.304109581611725,28.2906489821117,109.309667667704,236.916388915599,9.83076102887217,4.41524666321914,13.393584485266,0.356018433147222,0.160018414010989,0.277796240030664,27.6395921773573,102.14022993569,218.60775902304,11.2049075586766,5.816629132581,13.2301894542295,0.370400761849987,0.192521027838949,30.2517261454871,136.3258253515,312.474858829303,0.219563075795483,0.182914706463933,0.0500301391572896,0.200891189861003,1.04584738512071,0.213972735379371,1.39379639560113,0.194455330914297,0.247537801373,0.915374112880563,0.800651772940958,4.95822559219608,18.4029075862431,9.75374516010585,4.02308416696744,9.84403176080962,0.385665107832871,0.159407056767443,0.121397087880581,0.0546200699602318,0.122162107908535,0.646249826570216,3.14919405021681,10.4549439813179,0.292672952129052,10.9454073400096,6.01821579886033,11.1938255760109,0.386403244620045,0.212597172907661,0.743256372030744,3.87821280419963,12.9475906255718,10.6626072786247,5.60671986567903,10.9633895743222,0.385821569615189,0.203276594176629,0.721236452823584,3.60009065996736,11.9204947296867,11.3332336778393,6.76757883121266,11.6291845931542,0.374169315139574,0.22384259568413,0.783475521298123,4.77443594534558,18.0447003078415
"CSAR_16",4.89119735717773,4.66671604812145,-0.217201403547078,4.97822680950165,4.68894116640091,-0.347693759826943,9.28571209430695,22.7920385789871,-0.132867440506816,9.12950233101845,20.2791562008858,-0.208314280728227,1.67786115757272,5.56073303025104,24.4562945784591,0.175663851184632,0.398284819635931,31.6948887662828,186.159785364668,445.405906662277,0.328510313317909,10.9943899158212,5.03427564176239,15.1547649051879,0.352860740596225,0.161929598404764,0.342797811311107,0.205968530763779,0.425006926113553,31.1834304627716,130.094566172524,269.88186700017,0.113907245749258,9.12652734688088,5.7163803948316,15.989015505487,0.29571620030337,0.18582784712701,0.2910494285869,30.8319232471995,155.963899687155,345.324514355111,9.52070607623727,6.70906680658338,14.017768172856,0.314544414062924,0.222246953316743,0.291799046130801,30.2475410556767,148.315044029775,324.028193241714,11.9846960880828,7.16409038989809,12.4645974108912,0.378891330528981,0.227240231004565,31.6133838888721,181.831107408387,431.413381815748,0.244589537784526,0.273781302542864,0.0771551774740422,0.154992040714526,1.33599827188108,0.224014792600029,1.51455214460716,0.141971810871346,0.267947832593109,0.991537461538652,0.821589666256518,5.64498008746264,21.3792582308927,12.2732646983465,6.4208562801561,12.084646123251,0.393496489046188,0.207216911802767,0.265307174920632,0.140961926088947,0.261647445856269,0.852290456441462,4.17099325999672,16.5420312775085,0.289411508117133,10.8962663892798,5.51430445916876,10.9192837024057,0.352591102174998,0.179754178073523,0.798146637053459,4.81671235853912,17.1219907382194,10.908518157344,7.04744365809982,10.8994791998179,0.359802445172304,0.233718704358744,0.783168447471327,4.61338523411807,16.0845423489218,11.1943111720119,7.04245266598039,10.5781494288929,0.353295177921037,0.224108535987052,0.818621927253516,5.45666811197793,21.3050753829341
"Model_50",5.0799527323246,4.5770485585928,-0.287033335920423,5.11280743002892,4.75088007688522,-0.393529660478234,9.03678159236908,23.9844087076187,-0.205681191212498,8.38958674430847,23.8979594182968,0.0979811408149544,1.82668877825782,4.86411405031658,25.8369007649824,0.14972460733437,0.364755896970815,32.5277035935568,181.574704105083,442.904496646972,0.345538163026134,11.5454832082322,2.64736870063307,17.9406630921515,0.359785139838649,0.0825109013054209,0.370736211445481,0.173847478121119,0.478063896408226,32.1335150010168,136.663150182705,306.018561016673,0.168277969141947,10.2151302779018,4.45331948453783,16.0218246688668,0.332866387324034,0.145508660831778,0.27162136420283,30.6902744313065,150.060014845842,339.255722803457,10.3091202393853,4.12216578721014,16.1605060251789,0.336887712141868,0.135202763171783,0.250162172882653,30.5917920517743,144.844436831666,324.95836724587,15.3299573283419,4.16919001429614,13.459473369595,0.464491452467502,0.126867234975943,32.958620712233,181.049544030508,442.624651646946,0.304385546346549,0.442366302245606,0.078665200055488,0.15911533209649,1.13883763077436,0.237880015919098,1.26468667175113,0.190163482551167,0.21672147015854,1.02557523419572,0.879646338126355,5.70337177769973,24.6441370670127,12.578765695072,0.863787627531094,11.8279303281577,0.39131258822051,0.0271361368430182,0.245249472072495,0.0238103376720536,0.24851588498135,1.03176738457215,4.99951833180972,19.4024381920376,0.274741734331492,11.3631438436037,5.16839280791358,10.3166074821059,0.369790147251966,0.169538149041615,0.847783283951459,5.04061270092295,18.9015527104592,11.4464829808105,4.76255770223843,10.4599228898588,0.37349727203229,0.157241742513933,0.849253938869954,4.87487629412,18.1628195979262,12.2946906633175,4.97493359108807,10.7834173263741,0.371610714140573,0.151883069210562,0.915783382861184,5.67804335078719,25.007818930145
"Model_51",4.81808030247688,4.20027834653854,-0.394768069311976,4.86387275338173,4.39951283216476,-0.336067890133709,8.41406515479088,21.3729207086563,-0.166968414094299,7.92111215829849,19.7825016593933,0.0522806900280193,1.74342989302699,4.88094974402376,24.2321734063712,0.158319234909645,0.369678280062705,30.8565530434219,168.906210674322,405.310171481792,0.338852784520059,2.89364654502783,4.6406140465772,20.3723203724471,0.103558170711232,0.166799828501592,0.189834308588487,0.213151536596401,0.503682713611675,27.9065809640521,116.004464872966,251.40234855645,0.297231500590382,3.06356046996156,6.06280666884179,20.2741649491561,0.104130151056034,0.206312816207535,0.30448730022853,29.4005320879595,141.951658260689,318.734640370702,3.49742729662407,5.3948849465868,20.1105763054063,0.120760316125999,0.186358879101112,0.27810482267736,29.0028885486172,135.293930137777,299.824650284427,4.31141032301628,6.51819863522031,19.8369064793246,0.140420544703612,0.212933282765945,30.6665154375612,165.034490151233,394.594602091534,0.243778642750524,0.348017740493717,0.0826661627280354,0.138403029244881,0.914118889470007,0.14517144757539,0.887811233991314,0.200161251491698,0.206186416937662,0.833331450639062,0.723454497712398,5.57351218337742,24.9673196470621,4.89484664318875,5.32990918728746,7.0837456819896,0.174183358553463,0.19257456730761,0.0888921687827229,0.100239458164306,0.127534194141766,0.680657413409713,3.94127915896131,14.5616274135549,0.189345471263454,4.56247023528934,6.48579907580639,7.82607310343441,0.153785628753137,0.220739323377306,0.718982131623947,4.97121314969566,19.6690937581864,5.61447957426556,5.71857824100248,7.83568801729073,0.19349138264011,0.198157036588707,0.708590404599926,4.74475802732842,18.3277513553097,5.97282679362428,6.82812227593844,8.62518869759129,0.193664393817329,0.223349576825583,0.716372523006755,5.36187266258969,23.8350688174008
