"row.ID","Ctd.Mean","Ctd.Sigma","Ctd.Skewness","Cst.Mean","Cst.Sigma","Cst.Skewness","Fct.Mean","Fct.Sigma","Ftf.Mean","Ftf.Sigma","Ftf.Skewness","Unit.Weights.Wlambda1","Unit.Weights.Wlambda2","Unit.Weights.wlambda3","Unit.Weights.WT","Unit.Weights.WA","Unit.Weights.WV","Atomic.Masses.Wlambda1","Atomic.Masses.Wlambda2","Atomic.Masses.wlambda3","Atomic.Masses.Wnu1","Atomic.Masses.Weta1","Atomic.Masses.Weta3","Atomic.Masses.WT","Atomic.Masses.WA","Atomic.Masses.WV","Atomic.Masses.WK","Atomic.Polarizabilities.Wlambda1","Atomic.Polarizabilities.Wlambda2","Atomic.Polarizabilities.wlambda3","Atomic.Polarizabilities.Wnu1","Atomic.Polarizabilities.Weta1","Atomic.Polarizabilities.WT","Atomic.Polarizabilities.WA","Atomic.Polarizabilities.WV","Atomic.Polarizabilities.WK","VdW.Volumes.Wlambda1","VdW.Volumes.Wlambda2","VdW.Volumes.wlambda3","VdW.Volumes.Wnu1","VdW.Volumes.Weta1","VdW.Volumes.Weta3","VdW.Volumes.WT","VdW.Volumes.WA","VdW.Volumes.WV","VdW.Volumes.WK","Atomic.Electronegativities.Wlambda1","Atomic.Electronegativities.Wlambda2","Atomic.Electronegativities.wlambda3","Atomic.Electronegativities.Wnu1","Atomic.Electronegativities.WT","Atomic.Electronegativities.WA","Atomic.Electronegativities.WV","Atomic.Electronegativities.WK"
"CSAR_18",4.66768550872803,4.22990560531616,-0.185295581817627,4.67361831665039,5.01016235351562,-0.274393796920776,8.70830631256104,22.0641498565674,8.41967105865479,18.5920867919922,-0.113776639103889,1.98674008086713,3.5510821838305,26.6520213101397,32.1898435748374,154.649234315557,374.871148569783,1.44399267574131,2.35347102665687,22.8927799478037,0.0541018918622868,0.184593510163191,0.448306186165445,26.6902436502019,90.3328958238352,194.821846669212,0.393290679016447,1.67131374238987,3.02412012437529,25.1624322117448,0.0559756594123379,0.241855037599389,29.85786607851,123.202789899715,280.23796761926,0.382055355502833,24.7088193360679,1.60262406232031,2.87909840374014,0.846466622769788,0.515294897702844,0.238665289860664,29.1905418021284,115.352183107907,258.551994094428,-0.176026593906946,26.3237226363478,1.96630597275576,3.4739976883542,0.828727516777513,31.7640262974577,150.039987036516,361.619846520435,-0.167973299673468
"CSAR_20",4.81451797485352,4.42719745635986,-0.188811928033829,4.93135643005371,4.61242723464966,-0.36103343963623,9.24477100372314,23.0759944915771,8.50448894500732,18.4314479827881,-0.133779183030128,1.82476892390039,4.4606174101876,23.9532987538714,30.2386850879594,158.695332675429,383.904193242198,27.0404220454521,1.40114869167093,3.05542708493788,0.858507918697973,0.763126088438868,0.169185731229681,31.4969978220609,124.788797539597,272.048753379209,-0.177244801976068,1.55136645118517,3.79052364917616,24.2627592013557,0.0524027977961959,0.231112566835368,29.6046493017171,135.489484406929,307.771076207795,0.364669311416615,23.8313970197745,1.4966467055235,3.65526374282857,0.822245599332729,0.592629237033214,0.243198100684293,28.9833074681266,128.247861743527,287.604125791756,-0.155412872214938,24.2447491877942,1.8092379449422,4.36761419367625,0.796958349682415,30.4216013264127,157.658284198962,379.663186532939,-0.142322872484258
"Model_54",4.45614814758301,2.65315270423889,0.192564308643341,4.58833265304565,4.72937726974487,0.0857378169894218,8.14378929138184,17.0965270996094,8.05345058441162,13.8135271072388,-0.251625746488571,1.58437970499273,4.45084147825044,15.7332526881718,21.7684738714149,102.005482813252,234.722068412872,1.30182036987058,4.1657141445815,20.8726062494265,0.0494234401228342,0.202163994103463,0.976708324211126,26.3401407638786,119.544706603782,259.077231687602,0.344319325299033,16.9137422592216,1.22482879191749,4.04684858563052,0.762380993289356,0.640806013637227,22.1854196367696,94.1204891018271,200.142198574202,-0.113192290751511,16.6957933188983,1.22150321441316,3.95980500694017,0.763162948628261,0.624103114063502,0.327715382536655,21.8771015402516,91.3429657296506,193.976192804825,-0.114248298626722,16.2870800539126,1.63828301137456,4.4835035541876,0.726814092407426,22.4088666194748,107.051275570541,249.092779565165,-0.099942091104315
"Model_52",4.98635339736938,4.33212900161743,-0.236562728881836,5.01933860778809,4.94889116287231,-0.213734403252602,9.01777839660645,21.3934955596924,8.69218444824219,22.8130874633789,-0.189668953418732,2.19982686962266,4.81804221789448,27.7449473072773,34.7628163947944,205.309266772434,534.136860145598,1.51325284998524,3.69638621659539,24.5580415521915,0.0508354301890404,0.156020838149709,0.465891567137185,29.7676806187722,133.532099645917,300.66683050859,0.368742568493177,1.85369189173153,4.30688692677555,26.5029429526397,0.0567511337178891,0.234974133803889,32.6635217711468,171.257110356902,415.510624037869,0.358544521125038,1.76696700888047,4.17357968472734,26.085311777401,0.0551731348741207,0.213918723474172,0.52424424737249,32.0258584710088,162.335590242815,386.729604945492,0.360880855879661,2.1559343057353,4.73788346079265,27.4814266420607,0.0627176429674096,34.3752444085886,199.666512724271,514.752589318541,0.349590499970259
"Model_53",5.25869083404541,4.42007827758789,-0.105319529771805,5.27950620651245,5.41207218170166,-0.181872740387917,10.0558300018311,25.2588405609131,8.67935562133789,22.9608573913574,0.0742579773068428,2.37776651491205,5.75481372665808,27.7742920994288,35.906872340999,239.560262530216,655.519532086843,29.7369129232877,1.85976386311284,4.09824054458817,0.833085356314061,0.700431963125662,0.174824928596261,35.6949173309887,184.794417935538,447.136938811357,-0.163890249977615,27.4220822178591,2.08817268863239,5.05487195185013,0.793345337057293,0.591063032285263,34.5651268583417,206.432602971537,530.450025668424,-0.1403185288622,26.9164592982031,1.99435950940988,4.89204766156338,0.796277419926717,0.569559805750402,0.255574882952005,33.8028664691763,195.114200102681,491.52754947333,-0.141457851673076,2.34140716545741,5.60455168038963,28.0564398165592,0.0650347546954506,36.0023986624063,236.057853607005,640.231934858588,0.334470219879873
"CSAR_17",4.65416431427002,3.74829411506653,-0.217703312635422,4.70387506484985,4.63077068328857,-0.379927456378937,9.00878238677979,20.7893447875977,7.79889535903931,15.7167205810547,-0.0823821797966957,1.75936464172312,4.49700110133296,20.531208673597,26.7875744166531,136.362615340504,325.590335556345,1.42229597081369,3.04738850035935,24.1088175649553,0.0497680378424192,0.17475777090727,0.836635018582804,28.5785020361284,112.09309587399,245.166165871611,0.382699822784906,1.51810796244024,3.78616586166856,21.0647955744269,0.057571541092176,0.242517260752491,26.3690693985357,117.481252317354,264.926733648134,0.349133645637775,1.47235126355393,3.59683717089687,20.7427371919993,0.0570415119298645,0.2290131007892,0.62298335524542,25.8119256264501,110.444651225903,246.106125299812,0.352707954421571,20.9262745748327,1.75655836450588,4.36856471022496,0.773574616954046,27.0513976495636,135.849646149092,323.481718044702,-0.12888154338223
"CSAR_15",4.53933763504028,3.93107748031616,-0.154043823480606,4.54239416122437,4.74312543869019,-0.283562630414963,8.36087512969971,20.2598991394043,8.13819217681885,16.7301349639893,-0.0850962921977043,1.94298511290885,3.52623641900011,24.8240913391768,30.2933128710858,142.619879729015,342.993589294921,21.4887134750963,1.42177389073504,2.27901478581481,0.853082103240059,0.456288875380873,0.197750525815209,25.1895021516461,82.7654312213311,177.583602241566,-0.182143911417106,1.64375915311779,2.93368233903295,23.3903831076827,0.0587732216086472,0.271360824364941,27.9678245998335,111.890377351534,252.652879139742,0.377248904116286,22.9987166805494,1.57971400290332,2.78191595583595,0.840585720048002,0.513968861907937,0.265619459562775,27.3603466392886,104.706523276775,233.137756777553,-0.173742305081731,24.5415313564304,1.92393847096677,3.45016164894509,0.820358125344545,29.9156314763423,138.526545332873,331.346376569974,-0.163502703803691
"CSAR_16",4.88982677459717,4.3968653678894,-0.126627057790756,4.99198722839355,4.73626899719238,-0.32904514670372,9.32046985626221,22.8901977539062,9.17850780487061,19.4677715301514,-0.302334070205688,1.96574986152885,5.49343686915967,23.9478804275101,31.4070671581987,189.430434677867,479.444023378958,1.47083882813168,3.55089284584505,25.9340437714113,0.0475141974952794,0.162729130636365,0.68805938013088,30.955775445388,135.456600113399,301.860467834259,0.378332921682836,24.0488487628538,1.66996534840357,4.65137022173225,0.791857187930556,0.582618695912841,30.3701843329896,159.788470198333,376.961143734459,-0.135133141503202,23.7059915740347,1.61400385594046,4.49770377661586,0.79503087779471,0.568286325498554,0.252352270037484,29.817699206591,152.143400878679,354.050271134558,-0.136869948982641,24.1299339671566,1.93973106801834,5.31903467801549,0.768745892236386,31.3886997131904,185.471034951668,465.820251560918,-0.122907255000588
"Model_50",5.1345043182373,4.38200378417969,-0.223278313875198,5.17456245422363,4.99032926559448,-0.329468607902527,9.07397937774658,24.0569820404053,8.39964962005615,24.0913028717041,0.108203038573265,2.05086953980864,4.92413052519992,25.706637676358,32.6816377413666,189.402548767923,481.689075856075,27.463932690727,1.67091445427067,3.41650063627608,0.843711076889005,0.691924521683444,0.167304972063257,32.5513477812738,145.429105912744,334.763265101147,-0.171282046616787,1.6779968953723,4.39186839524468,24.7010738773211,0.054531871328799,0.211245506267588,30.7709391679381,157.301732501022,370.108261495454,0.352055247871468,24.8575869463322,1.6490272044984,4.19883087353071,0.809549802212946,0.564573383139312,0.25105766652489,30.7054450243613,152.28762696196,355.106664386936,-0.147440888655105,2.076182376546,4.72914689210325,26.3862176980493,0.062551539963746,33.1915469666986,189.385471022968,481.651981317372,0.34622599975205
"Model_51",4.86819362640381,4.11218738555908,-0.37462317943573,4.9124321937561,4.67328357696533,-0.242558926343918,8.45082473754883,21.6948795318604,7.99594831466675,19.9837646484375,0.0534051582217216,1.81807172876249,5.01411967244961,24.2774509587085,31.1096423599206,174.984220904549,427.407815618182,23.4025250521181,1.30887920493564,3.64013959259153,0.825440941637148,0.568541351672799,0.185149808382306,28.3515438496453,120.584039408339,260.436984446276,-0.153705254679533,1.50561111253939,4.46015453589141,23.6094429414308,0.0509078780616111,0.198937582539673,29.5752085898616,147.563661911456,335.682376587497,0.348713687927905,23.4657297044177,1.44226243458513,4.29129391814872,0.803640529377616,0.569569819695428,0.258089714101907,29.1992860571516,140.731255632209,315.163979261909,-0.139775714642062,24.3065677065582,1.79594047909737,4.87935211673254,0.784541905144561,30.9818603023882,171.016477419836,414.9974219759,-0.131882041561355
